subject_id count selected_count unique_user_count
86701356 15 0 13
87972277 14 0 11
87971635 12 0 11
88578456 19 0 16
88394614 12 0 12
88023191 13 0 11
86409812 16 0 16
86683767 13 0 11
87947225 22 0 12
86628072 14 0 11
86645389 17 0 13
86712195 16 0 14
86990480 17 0 13
88394240 26 0 17
88382608 13 0 10
87002171 21 0 19
86705407 21 0 14
86991483 16 0 11
87945170 23 0 12
88508483 17 0 12
86646338 19 0 15
86692848 19 0 10
88497892 14 0 12
87948785 18 0 14
86603184 14 0 12
86413739 18 0 16
88396284 17 0 14
87000415 20 0 14
86596872 15 0 11
86412864 16 0 16
88513677 21 0 13
86400940 17 0 16
88573048 24 0 17
86912981 19 0 13
86398316 16 0 16
87001719 22 0 16
86603067 12 0 11
86396192 11 0 10
86411550 20 0 20
86395166 12 0 12
88018441 21 0 13
86646246 14 0 13
86916129 33 0 16
88400965 14 0 13
87943779 24 0 18
86613866 15 0 13
86707797 12 0 10
88388709 15 0 11
87983641 23 0 11
86999731 15 0 12
87948641 13 0 10
86687400 18 0 13
86694291 19 0 14
86687307 16 0 10
86705678 19 0 14
86992849 13 0 10
88026372 14 0 13
86412366 23 0 22
88018909 15 0 12
88505104 25 0 15
86415363 19 0 18
88402747 13 0 11
86398395 13 0 12
88398177 12 0 11
88012457 23 0 13
86413062 17 0 16
88381491 19 0 13
86711520 20 0 17
88572988 18 0 11
88018631 13 0 10
86713401 12 0 10
86398073 16 0 14
86411374 14 0 14
88512026 23 0 16
86690228 21 0 12
87949584 14 0 11
86991140 15 0 12
86616421 22 0 16
86405619 13 0 12
87987870 18 0 11
88390468 17 0 14
86599127 17 0 14
88576031 15 0 15
88508694 33 0 21
88378485 14 0 13
86621731 14 0 10
86611969 17 0 11
86647479 19 0 13
86404887 10 0 10
88379717 12 0 10
88502507 27 0 17
87945056 21 0 16
86639161 13 0 10
86607741 33 0 22
88504443 22 0 15
86999278 19 0 13
88011813 15 0 11
86601430 37 0 27
86692492 16 0 13
86654126 21 0 14
88512141 14 0 12
86414717 14 0 11
86606055 11 0 11
87949179 16 0 12
86685974 13 0 10
88396978 14 0 11
86682875 11 0 10
86910786 18 0 15
86909204 19 0 12
86654352 18 0 12
88506113 19 0 12
86913136 19 0 16
86398266 16 0 15
88389064 17 0 13
86916995 18 0 14
88388302 17 0 11
87969268 21 0 14
86910199 18 0 13
86916570 22 0 15
86619250 11 0 11
87952135 20 0 12
86632969 30 0 22
88576535 22 0 15
88013551 18 0 12
86705871 12 0 10
88387623 16 0 12
86693741 24 0 13
86618572 12 0 12
86612142 12 0 11
88568192 25 0 21
88575062 23 0 17
88497508 14 0 10
86395380 13 0 11
86703639 18 0 14
86654769 16 0 14
87979064 11 0 10
86993493 18 0 12
86704333 17 0 16
86643215 20 0 17
86415397 13 0 11
86607678 12 0 12
86685450 20 0 16
86706740 18 0 11
86402009 14 0 14
86413379 11 0 10
86622461 12 0 11
86594923 17 0 14
87974410 14 0 12
86614137 34 0 20
88009468 17 0 14
88378506 17 0 15
87953194 10 0 10
86693493 22 0 12
86700320 22 0 17
88500197 16 0 11
86404619 13 0 11
86696704 27 0 15
86711826 20 0 14
86397374 17 0 16
88381886 18 0 16
88404124 14 0 11
86690189 25 0 11
86683076 19 0 14
86411484 15 0 13
87943793 18 0 13
88391850 15 0 11
88011799 14 0 11
87950084 14 0 11
86692760 17 0 14
86633807 15 0 11
86693510 13 0 13
88383921 17 0 12
87981713 20 0 12
88003344 11 0 11
86696772 13 0 10
88020822 18 0 14
88516412 19 0 11
86994146 17 0 13
87953555 18 0 13
87938513 14 0 11
88002727 15 0 11
86701717 19 0 13
87972586 19 0 13
86414342 13 0 13
87938834 13 0 11
86646429 13 0 11
88510427 23 0 13
86999699 14 0 11
86628408 11 0 10
87972408 10 0 10
86711035 21 0 12
86686800 13 0 11
86653612 20 0 16
86705665 10 0 10
86414586 16 0 14
88513005 21 0 14
87000373 15 0 13
87975938 20 0 14
86394949 15 0 15
86707377 18 0 13
87937311 20 0 11
88497775 26 0 15
88507014 30 0 20
86697102 22 0 13
88400379 18 0 11
86639952 32 0 19
88012119 19 0 13
86701859 11 0 11
86397164 18 0 15
86599373 12 0 12
86411211 13 0 13
86599487 34 0 26
86913905 16 0 13
86695829 19 0 11
86912759 12 0 10
86620685 17 0 10
86410063 18 0 16
86992678 20 0 11
86396980 13 0 12
86608440 13 0 10
86413871 15 0 15
86404213 13 0 13
88396018 15 0 14
86631039 16 0 10
86653146 15 0 12
86598505 21 0 16
86990775 26 0 19
86709067 13 0 10
87947164 19 0 14
86713437 17 0 14
88576991 22 0 15
88390371 14 0 11
88400538 17 0 10
86683804 12 0 11
86713285 18 0 11
88571972 28 0 22
86685690 15 0 14
86997699 24 0 12
88024650 10 0 10
86688950 15 0 11
86414194 12 0 11
88016943 11 0 10
88398768 14 0 11
86709060 14 0 13
87952315 19 0 13
86406136 16 0 14
86999514 18 0 11
86996468 14 0 12
88580718 24 0 19
88576613 25 0 17
87950716 19 0 14
86683938 14 0 11
87934664 15 0 12
88515589 19 0 12
88394883 13 0 11
86402500 17 0 15
86692160 22 0 13
86639324 21 0 12
86601706 15 0 14
86400404 11 0 11
87940241 19 0 12
88516102 24 0 16
86687733 16 0 11
86706826 25 0 14
86625830 19 0 15
86400070 14 0 12
88510755 16 0 11
86408608 13 0 13
86687357 14 0 10
86990154 24 0 17
86413376 15 0 14
88509653 18 0 12
87002521 13 0 11
88511319 28 0 16
88400114 13 0 11
86409844 17 0 15
86644752 17 0 14
87984197 20 0 12
88510495 34 0 19
87974714 13 0 10
86683053 13 0 11
86638316 27 0 16
86617112 13 0 10
86919919 15 0 13
88395335 16 0 11
87953367 23 0 14
86708276 13 0 13
88401301 12 0 11
86643365 18 0 16
88395978 17 0 12
86604894 41 0 21
88390598 21 0 15
87969196 12 0 10
86707825 18 0 10
88497547 16 0 12
86655063 18 0 15
88021123 21 0 11
86649753 10 0 10
86612355 25 0 14
86698429 21 0 14
88515598 19 0 13
88027915 15 0 11
88387204 17 0 10
86997867 16 0 13
88512548 36 0 16
86696347 13 0 11
88026461 16 0 10
87935960 21 0 14
86597752 21 0 16
88378597 17 0 12
86651743 15 0 13
86396634 14 0 12
86689866 14 0 11
86999493 22 0 16
86990671 17 0 13
86702800 17 0 12
86650697 17 0 14
86706309 15 0 10
86702499 14 0 11
86622128 14 0 10
86685996 11 0 11
87946265 17 0 13
86682497 16 0 12
87971261 13 0 10
86909926 17 0 15
86701502 25 0 15
86913429 12 0 10
86409384 20 0 19
86688791 23 0 12
88517521 26 0 16
88029778 16 0 13
86703543 15 0 10
88017290 15 0 12
86684629 21 0 12
87939744 26 0 14
87952125 18 0 13
88019453 16 0 12
88398066 16 0 13
88517202 15 0 10
86650663 10 0 10
88404082 19 0 15
86692309 19 0 13
88389637 23 0 13
86643814 18 0 13
86683520 17 0 10
88022316 20 0 11
88510300 14 0 14
88504690 24 0 15
87942000 14 0 11
87934617 28 0 16
87971918 15 0 10
88502267 36 0 15
88509211 18 0 13
87001048 18 0 13
86402324 12 0 12
88023838 13 0 10
86917384 28 0 18
86994340 19 0 16
86700126 16 0 12
88512622 22 0 15
86635327 35 0 22
88011532 15 0 14
86685166 16 0 15
86653093 17 0 14
87954461 21 0 13
86410407 12 0 11
87984685 13 0 11
88568926 21 0 19
86685395 16 0 10
86631410 11 0 10
86703561 16 0 12
87982999 11 0 11
88010920 17 0 10
86615655 12 0 11
86709894 15 0 11
88508221 20 0 15
88504976 15 0 10
86646034 13 0 10
86687359 17 0 15
86625338 11 0 10
87940313 13 0 11
88017981 13 0 10
86648782 16 0 15
86608999 15 0 11
86691390 13 0 11
86704145 19 0 14
88496873 38 0 22
88009072 23 0 13
88510973 28 0 16
87938784 14 0 12
87952422 14 0 11
87944110 20 0 16
86914938 18 0 17
88515263 19 0 12
86410610 14 0 14
88513222 34 0 24
88500381 42 0 19
87946305 14 0 11
86399491 23 0 20
86707523 22 0 11
86989868 20 0 12
86651827 12 0 12
86610791 11 0 11
86685705 14 0 11
88389445 13 0 12
86696043 20 0 14
86912023 26 0 19
86703060 17 0 12
86915907 17 0 14
86396209 11 0 10
86707346 11 0 10
86414678 18 0 15
86913484 13 0 13
88389042 22 0 15
86711402 12 0 10
88003618 17 0 14
86694978 22 0 13
86699139 14 0 14
86410318 15 0 14
86693310 14 0 10
86703254 12 0 10
86693003 14 0 11
88380504 19 0 11
88566125 25 0 22
86685714 15 0 12
87942195 16 0 11
86710044 12 0 11
87978903 10 0 10
86710417 18 0 15
86404753 15 0 14
86653298 19 0 15
86692563 22 0 16
86414223 20 0 17
86700561 22 0 18
86915871 16 0 11
86694782 19 0 14
86597093 12 0 11
86695517 10 0 10
88028408 14 0 11
88014894 23 0 15
86401666 12 0 11
86400816 16 0 15
86702329 16 0 13
88570956 24 0 20
88014839 23 0 14
88394254 15 0 13
86653460 18 0 14
87935773 14 0 12
86601807 18 0 11
86632254 14 0 11
86414836 12 0 12
87950687 21 0 17
86406354 14 0 13
86995356 11 0 10
88026656 17 0 11
86713141 14 0 11
86705933 13 0 10
88403648 12 0 12
86626185 17 0 12
87977555 24 0 11
88506058 24 0 16
86597395 25 0 20
88400954 11 0 10
86707479 17 0 13
86683840 18 0 12
86685233 16 0 12
86619293 16 0 11
88497671 25 0 15
86700246 21 0 11
88012283 19 0 11
86690129 20 0 13
86599498 24 0 19
86707198 18 0 14
86701219 11 0 10
87000782 17 0 13
87942267 12 0 11
86609216 13 0 10
86408758 18 0 16
88573358 21 0 13
88508657 13 0 11
86651502 16 0 13
86709066 14 0 10
86636112 13 0 11
86399567 18 0 17
86694691 15 0 13
88508047 26 0 13
86691386 21 0 15
86699539 28 0 15
87957354 23 0 16
88503095 31 0 17
88015040 15 0 13
86616943 16 0 13
88005301 14 0 10
86611796 10 0 10
86654203 10 0 10
86644536 16 0 15
86706621 21 0 11
86403253 18 0 16
88502719 27 0 13
86991524 15 0 11
87936628 22 0 16
88403429 16 0 12
88574651 19 0 15
86413076 21 0 19
86413844 18 0 18
86914337 14 0 11
86684155 21 0 14
88510272 23 0 13
86682528 21 0 15
86655062 13 0 13
88014772 15 0 11
87941679 21 0 16
86702346 13 0 11
86404993 18 0 17
86704175 18 0 10
86405688 15 0 14
86705776 15 0 11
88390953 13 0 11
86604721 18 0 13
86691041 15 0 10
88506047 21 0 11
87981525 10 0 10
87940181 26 0 17
87945144 26 0 14
86916584 15 0 12
86604891 10 0 10
88394897 15 0 10
86594672 13 0 10
87935247 23 0 20
86595650 17 0 13
86611963 17 0 10
86623628 15 0 10
86697947 19 0 12
88386722 20 0 12
86622582 13 0 11
88391654 20 0 12
86702807 13 0 11
86693377 12 0 10
87971702 13 0 10
87939811 21 0 16
88506018 18 0 12
86707700 14 0 11
86607357 12 0 12
86682691 13 0 11
86644641 15 0 13
87973853 19 0 14
86648199 21 0 17
88394097 11 0 11
87986736 22 0 13
88568672 31 0 18
86600289 16 0 13
86997407 16 0 12
86403426 13 0 13
88383892 17 0 15
86707271 11 0 10
88385944 21 0 17
88497822 14 0 10
86689361 18 0 10
86691735 20 0 14
88012590 16 0 10
88397188 14 0 13
86697563 24 0 13
87934830 19 0 17
88398856 17 0 10
86654239 13 0 12
86706734 10 0 10
88497967 22 0 17
86683268 10 0 10
86639901 28 0 21
86633287 23 0 16
87950732 18 0 12
86625221 16 0 13
86706939 13 0 10
86694652 11 0 10
86688788 14 0 10
88380331 18 0 15
86997921 25 0 17
86697693 19 0 12
87986543 22 0 13
87943075 12 0 12
86695752 18 0 13
88385265 16 0 12
86614160 14 0 13
86650329 16 0 13
87944117 22 0 14
86608662 40 0 28
86405718 16 0 16
87936059 24 0 15
86647625 20 0 12
86998517 17 0 11
86619391 13 0 11
87946230 29 0 16
88506304 28 0 17
88517730 25 0 16
86711326 13 0 10
88013487 19 0 13
86697454 12 0 10
86634874 16 0 10
87977665 14 0 11
86402380 14 0 13
87937024 10 0 10
88393472 20 0 14
86915284 17 0 13
86703622 20 0 13
86689173 14 0 10
86702476 16 0 15
88398330 20 0 15
86615682 17 0 14
88578133 29 0 19
88578581 24 0 18
88506385 23 0 14
86611822 18 0 15
88003381 13 0 11
88507677 20 0 17
86693167 15 0 11
88380976 25 0 17
86708912 17 0 12
88378649 19 0 13
86691588 16 0 10
88508704 24 0 16
86916527 12 0 10
86999866 21 0 15
87939415 23 0 17
86713213 17 0 10
86650273 23 0 16
86410094 10 0 10
87985102 17 0 12
88012860 10 0 10
86636344 16 0 14
86626020 10 0 10
86644795 14 0 11
88505794 18 0 11
86695056 16 0 11
86998853 21 0 13
87950745 28 0 15
86685762 14 0 11
86397079 12 0 12
87946214 18 0 12
86690258 15 0 12
86606547 11 0 10
87950755 14 0 12
86690783 13 0 10
86911111 14 0 10
86629848 15 0 12
86710103 17 0 10
88404115 12 0 11
86913132 17 0 13
86991780 21 0 14
86410035 16 0 15
88400516 16 0 12
87941121 23 0 16
88401388 12 0 11
88504238 21 0 14
88497346 23 0 16
86707866 25 0 15
86697112 12 0 11
86619746 19 0 14
87947177 19 0 12
86653025 13 0 12
88006502 12 0 10
86712445 11 0 10
88006162 15 0 13
87942785 21 0 16
88012447 14 0 12
86644036 17 0 14
86647472 15 0 11
87934631 13 0 11
87934415 19 0 13
88502915 29 0 17
86413952 13 0 12
86653154 17 0 13
87943954 19 0 12
86413059 15 0 14
88376806 15 0 12
86654123 13 0 10
87947014 14 0 10
88387970 16 0 12
88507907 24 0 16
86700433 15 0 11
88566606 20 0 16
86697500 20 0 13
88020536 17 0 14
86915444 22 0 15
88384549 18 0 12
86688071 12 0 11
88380779 18 0 13
86693429 19 0 12
88507091 29 0 19
86990197 21 0 14
88387466 17 0 16
86708788 10 0 10
86705730 15 0 14
87985515 16 0 13
86705733 13 0 11
88511357 24 0 16
87940853 14 0 10
86650299 11 0 10
86687786 28 0 18
88006013 21 0 13
88018597 14 0 10
86694622 14 0 10
87984507 15 0 12
88395384 14 0 12
86691367 14 0 12
88021523 20 0 11
88568275 25 0 18
86402102 16 0 14
86616607 14 0 10
86701790 16 0 12
86995646 24 0 15
86708483 14 0 13
88513449 16 0 10
86409745 18 0 17
86649624 14 0 11
86636715 14 0 10
86707982 16 0 13
87969894 17 0 11
86398759 20 0 16
87955246 14 0 10
86596953 20 0 13
88010673 14 0 10
86917953 22 0 12
86700899 14 0 11
88017637 22 0 14
88401435 22 0 15
88497068 14 0 12
86415115 22 0 19
87937782 28 0 12
86697060 11 0 10
86686618 12 0 10
88402509 16 0 13
86708934 18 0 14
87952898 12 0 11
86412135 12 0 11
86628774 20 0 16
86653730 15 0 11
88506529 27 0 19
86708723 12 0 10
86686769 15 0 12
87001597 20 0 15
86626210 17 0 12
86991338 26 0 19
86689043 15 0 11
86706733 15 0 11
87981479 17 0 12
88382315 13 0 10
86706041 12 0 11
88514307 12 0 10
86598457 10 0 10
88003568 19 0 15
86693506 14 0 13
86631266 11 0 10
86612071 13 0 12
86398356 23 0 20
86687706 15 0 13
88389007 19 0 13
86400931 11 0 11
86633964 39 0 27
88576601 27 0 23
86683779 14 0 11
86693953 13 0 10
86710459 15 0 12
86637940 39 0 24
87970420 11 0 10
86605316 39 0 23
86620299 39 0 21
86711210 13 0 11
86401355 12 0 12
86398757 12 0 10
86997855 19 0 15
87950390 28 0 17
88516378 15 0 11
87986362 13 0 12
86649979 11 0 10
87945438 18 0 15
86684396 17 0 10
88508867 28 0 14
86711822 14 0 10
86610593 11 0 10
86706992 13 0 11
88505839 20 0 12
86397439 23 0 22
87001403 19 0 14
86912649 24 0 19
88392754 20 0 10
87002273 22 0 14
86610859 14 0 11
88498784 28 0 19
87957563 17 0 13
87952773 12 0 12
88386373 13 0 12
87952126 22 0 13
86628621 11 0 10
86998871 13 0 12
86712090 17 0 13
88013966 14 0 11
88509723 24 0 15
86411327 15 0 15
86638399 13 0 10
88496639 15 0 10
87976890 13 0 11
88015104 16 0 10
86595347 21 0 17
88008568 14 0 11
88392610 16 0 10
88573433 16 0 12
87942169 18 0 16
87950608 24 0 15
86396214 14 0 13
86649395 16 0 11
88395389 12 0 10
86701148 22 0 12
86598396 15 0 12
86682896 14 0 11
86914955 15 0 10
87954102 31 0 20
87937608 21 0 14
86644296 15 0 12
86683418 22 0 10
86396100 18 0 17
88575314 28 0 21
87979516 20 0 13
86413195 14 0 14
86595700 11 0 10
86408495 13 0 11
87943412 13 0 11
87940836 12 0 11
86647504 17 0 14
88569189 23 0 19
88017969 19 0 13
86612428 33 0 22
88498186 21 0 16
88380651 24 0 14
88497609 14 0 10
86594780 12 0 12
87944637 13 0 10
86626606 13 0 10
86407542 16 0 12
86700978 14 0 10
86603598 12 0 11
86409634 12 0 11
86687270 18 0 10
87941063 11 0 11
86682857 32 0 17
86625664 14 0 13
86406834 21 0 20
88383739 11 0 10
86917204 18 0 14
86400718 14 0 14
86693726 17 0 12
86611728 10 0 10
88504916 22 0 16
86919649 17 0 11
86639149 11 0 11
87950925 34 0 20
86646999 17 0 13
86627855 27 0 18
88388862 18 0 13
86707621 22 0 11
86691150 14 0 10
86602485 41 0 22
88505983 26 0 16
86991381 15 0 13
86701159 31 0 17
86595282 13 0 11
86407241 26 0 25
86694019 26 0 15
88396614 14 0 10
87972585 23 0 16
87973054 15 0 11
88404288 16 0 13
88011344 16 0 10
88394260 18 0 10
86394862 20 0 18
86706924 16 0 11
88007098 18 0 12
86626101 19 0 12
86990561 20 0 17
88505544 28 0 19
86599671 17 0 16
87983823 15 0 12
87988366 15 0 11
88022079 14 0 11
88014263 16 0 12
88573211 24 0 18
86409248 14 0 13
86637367 30 0 20
88012675 13 0 11
86704036 19 0 17
88498592 14 0 10
86633798 16 0 12
86694110 21 0 12
88399235 12 0 11
86712263 15 0 11
86995139 12 0 10
87944853 20 0 13
88504564 23 0 17
86406445 10 0 10
86914858 13 0 12
88379465 21 0 14
86630793 22 0 16
86643983 17 0 12
86605105 12 0 11
88389519 12 0 10
88019679 12 0 10
88025371 16 0 12
88017834 20 0 11
86705995 13 0 11
86688102 23 0 13
88386392 14 0 11
86594795 16 0 12
86997503 12 0 10
88578488 27 0 18
87971004 14 0 11
86916626 16 0 12
86702981 22 0 13
86684839 24 0 13
87975484 18 0 11
87972524 14 0 12
88578165 21 0 17
87955156 27 0 16
88506355 13 0 12
88507875 30 0 20
86635250 19 0 12
86692923 20 0 13
87001287 17 0 10
86596880 10 0 10
87944451 20 0 10
86395849 15 0 11
87981758 14 0 10
88400411 14 0 13
86612206 16 0 12
86394851 13 0 11
86627047 22 0 19
88580714 19 0 15
86997624 18 0 15
86914395 19 0 13
86692690 21 0 12
86595106 18 0 12
86649514 14 0 13
88387529 13 0 11
87988372 14 0 10
86697314 17 0 13
86623062 14 0 13
86708419 11 0 10
87935611 20 0 15
86710988 20 0 14
88011175 22 0 11
88397760 16 0 11
88396965 15 0 11
88019855 14 0 12
88503113 24 0 13
86629579 14 0 10
86611173 12 0 11
86689154 21 0 15
86636423 17 0 10
86647487 10 0 10
86614171 17 0 10
87958498 16 0 13
87000532 23 0 16
88401411 16 0 12
86707718 22 0 15
86703230 14 0 11
86989645 23 0 17
86693439 24 0 13
86650196 10 0 10
88567220 22 0 17
88003628 17 0 12
88015123 21 0 13
88404187 14 0 12
86595274 16 0 13
87974255 15 0 11
86689634 12 0 12
86398810 18 0 15
86627561 18 0 10
86397461 20 0 19
88386390 17 0 12
86596012 16 0 15
88516455 36 0 20
88504854 19 0 11
86644949 17 0 11
