filename,object_name,bibcode,year,title
4000770753062,MCPS J00.997491-72.53082,2002AJ....123..855Z,2002,The Magellanic Clouds Photomtric Survey: The Small Magellanic Cloud Stellar Catalog and Extinction Map
4000770753062,MCPS J00.997491-72.53082,2012SMC2..C2..0000S,2012,Spectrally-Merged Catalog of the Small Magellanic Cloud - SMC^2
4000770754114,MCPS J01.000989-72.52939,2002AJ....123..855Z,2002,The Magellanic Clouds Photomtric Survey: The Small Magellanic Cloud Stellar Catalog and Extinction Map
4000770754114,MCPS J01.000989-72.52939,2011AJ....142..102G,2011,"Surveying the Agents of Galaxy Evolution in the Tidally Stripped, Low Metallicity Small Magellanic Cloud (SAGE-SMC). I. Overview"
4000770754114,MCPS J01.000989-72.52939,2012SMC2..C2..0000S,2012,Spectrally-Merged Catalog of the Small Magellanic Cloud - SMC^2
4000770755187,MCPS J01.002229-72.52902,2002AJ....123..855Z,2002,The Magellanic Clouds Photomtric Survey: The Small Magellanic Cloud Stellar Catalog and Extinction Map
4000770755187,MCPS J01.002229-72.52902,2012SMC2..C2..0000S,2012,Spectrally-Merged Catalog of the Small Magellanic Cloud - SMC^2
4000770755568,MCPS J01.002943-72.52878,2002AJ....123..855Z,2002,The Magellanic Clouds Photomtric Survey: The Small Magellanic Cloud Stellar Catalog and Extinction Map
4000770755568,MCPS J01.002943-72.52878,2012SMC2..C2..0000S,2012,Spectrally-Merged Catalog of the Small Magellanic Cloud - SMC^2
4000770756119,MCPS J01.005541-72.52706,2002AJ....123..855Z,2002,The Magellanic Clouds Photomtric Survey: The Small Magellanic Cloud Stellar Catalog and Extinction Map
4000770756119,MCPS J01.005541-72.52706,2012SMC2..C2..0000S,2012,Spectrally-Merged Catalog of the Small Magellanic Cloud - SMC^2
4000770756724,MCPS J00.998508-72.52633,2002AJ....123..855Z,2002,The Magellanic Clouds Photomtric Survey: The Small Magellanic Cloud Stellar Catalog and Extinction Map
4000770756724,MCPS J00.998508-72.52633,2012SMC2..C2..0000S,2012,Spectrally-Merged Catalog of the Small Magellanic Cloud - SMC^2
4000770756737,MCPS J00.995657-72.52647,2002AJ....123..855Z,2002,The Magellanic Clouds Photomtric Survey: The Small Magellanic Cloud Stellar Catalog and Extinction Map
4000770756737,MCPS J00.995657-72.52647,2012SMC2..C2..0000S,2012,Spectrally-Merged Catalog of the Small Magellanic Cloud - SMC^2
4000770757433,MCPS J01.004263-72.52555,2002AJ....123..855Z,2002,The Magellanic Clouds Photomtric Survey: The Small Magellanic Cloud Stellar Catalog and Extinction Map
4000770757433,MCPS J01.004263-72.52555,2012SMC2..C2..0000S,2012,Spectrally-Merged Catalog of the Small Magellanic Cloud - SMC^2
4000770757665,MCPS J01.000813-72.52466,2002AJ....123..855Z,2002,The Magellanic Clouds Photomtric Survey: The Small Magellanic Cloud Stellar Catalog and Extinction Map
4000770757665,MCPS J01.000813-72.52466,2012SMC2..C2..0000S,2012,Spectrally-Merged Catalog of the Small Magellanic Cloud - SMC^2
4000770757749,MCPS J01.006171-72.52498,2002AJ....123..855Z,2002,The Magellanic Clouds Photomtric Survey: The Small Magellanic Cloud Stellar Catalog and Extinction Map
4000770757749,MCPS J01.006171-72.52498,2012SMC2..C2..0000S,2012,Spectrally-Merged Catalog of the Small Magellanic Cloud - SMC^2
4000770758380,MCPS J01.005134-72.52374,2002AJ....123..855Z,2002,The Magellanic Clouds Photomtric Survey: The Small Magellanic Cloud Stellar Catalog and Extinction Map
4000770758380,MCPS J01.005134-72.52374,2011AJ....142..102G,2011,"Surveying the Agents of Galaxy Evolution in the Tidally Stripped, Low Metallicity Small Magellanic Cloud (SAGE-SMC). I. Overview"
4000770758380,MCPS J01.005134-72.52374,2012SMC2..C2..0000S,2012,Spectrally-Merged Catalog of the Small Magellanic Cloud - SMC^2
4000770758591,MCPS J00.996152-72.52339,2002AJ....123..855Z,2002,The Magellanic Clouds Photomtric Survey: The Small Magellanic Cloud Stellar Catalog and Extinction Map
4000770758591,MCPS J00.996152-72.52339,2012SMC2..C2..0000S,2012,Spectrally-Merged Catalog of the Small Magellanic Cloud - SMC^2
4000770759113,MCPS J01.003097-72.52380,2002AJ....123..855Z,2002,The Magellanic Clouds Photomtric Survey: The Small Magellanic Cloud Stellar Catalog and Extinction Map
4000770759113,MCPS J01.003097-72.52380,2012SMC2..C2..0000S,2012,Spectrally-Merged Catalog of the Small Magellanic Cloud - SMC^2
4000770759166,MCPS J01.001715-72.52246,2002AJ....123..855Z,2002,The Magellanic Clouds Photomtric Survey: The Small Magellanic Cloud Stellar Catalog and Extinction Map
4000770759166,MCPS J01.001715-72.52246,2012SMC2..C2..0000S,2012,Spectrally-Merged Catalog of the Small Magellanic Cloud - SMC^2
4000770759276,MCPS J00.995515-72.52312,2002AJ....123..855Z,2002,The Magellanic Clouds Photomtric Survey: The Small Magellanic Cloud Stellar Catalog and Extinction Map
4000770759276,MCPS J00.995515-72.52312,2012SMC2..C2..0000S,2012,Spectrally-Merged Catalog of the Small Magellanic Cloud - SMC^2
4000770760556,MCPS J00.999505-72.52166,2002AJ....123..855Z,2002,The Magellanic Clouds Photomtric Survey: The Small Magellanic Cloud Stellar Catalog and Extinction Map
4000770760556,MCPS J00.999505-72.52166,2012SMC2..C2..0000S,2012,Spectrally-Merged Catalog of the Small Magellanic Cloud - SMC^2
4000770760734,MCPS J01.002855-72.52022,2002AJ....123..855Z,2002,The Magellanic Clouds Photomtric Survey: The Small Magellanic Cloud Stellar Catalog and Extinction Map
4000770760734,MCPS J01.002855-72.52022,2012SMC2..C2..0000S,2012,Spectrally-Merged Catalog of the Small Magellanic Cloud - SMC^2
4000770761101,MCPS J00.995410-72.52100,2002AJ....123..855Z,2002,The Magellanic Clouds Photomtric Survey: The Small Magellanic Cloud Stellar Catalog and Extinction Map
4000770761101,MCPS J00.995410-72.52100,2011AJ....142..102G,2011,"Surveying the Agents of Galaxy Evolution in the Tidally Stripped, Low Metallicity Small Magellanic Cloud (SAGE-SMC). I. Overview"
4000770761101,MCPS J00.995410-72.52100,2012SMC2..C2..0000S,2012,Spectrally-Merged Catalog of the Small Magellanic Cloud - SMC^2
4000770761462,SSTISAGEMC J010018.19-723112.0,2011AJ....142..102G,2011,"Surveying the Agents of Galaxy Evolution in the Tidally Stripped, Low Metallicity Small Magellanic Cloud (SAGE-SMC). I. Overview"
4000770761462,SSTISAGEMC J010018.19-723112.0,2012SMC2..C2..0000S,2012,Spectrally-Merged Catalog of the Small Magellanic Cloud - SMC^2
4000770762958,MCPS J00.997312-72.51688,2002AJ....123..855Z,2002,The Magellanic Clouds Photomtric Survey: The Small Magellanic Cloud Stellar Catalog and Extinction Map
4000770762958,MCPS J00.997312-72.51688,2012SMC2..C2..0000S,2012,Spectrally-Merged Catalog of the Small Magellanic Cloud - SMC^2
4000770763416,MCPS J01.003674-72.51572,2002AJ....123..855Z,2002,The Magellanic Clouds Photomtric Survey: The Small Magellanic Cloud Stellar Catalog and Extinction Map
4000770763416,MCPS J01.003674-72.51572,2012SMC2..C2..0000S,2012,Spectrally-Merged Catalog of the Small Magellanic Cloud - SMC^2
4000770764475,MCPS J00.997103-72.51481,2002AJ....123..855Z,2002,The Magellanic Clouds Photomtric Survey: The Small Magellanic Cloud Stellar Catalog and Extinction Map
4000770764475,MCPS J00.997103-72.51481,2012SMC2..C2..0000S,2012,Spectrally-Merged Catalog of the Small Magellanic Cloud - SMC^2
4000770764491,MCPS J01.002268-72.51478,2002AJ....123..855Z,2002,The Magellanic Clouds Photomtric Survey: The Small Magellanic Cloud Stellar Catalog and Extinction Map
4000770764491,MCPS J01.002268-72.51478,2012SMC2..C2..0000S,2012,Spectrally-Merged Catalog of the Small Magellanic Cloud - SMC^2
4000770764695,MCPS J01.003433-72.51392,2002AJ....123..855Z,2002,The Magellanic Clouds Photomtric Survey: The Small Magellanic Cloud Stellar Catalog and Extinction Map
4000770764695,MCPS J01.003433-72.51392,2012SMC2..C2..0000S,2012,Spectrally-Merged Catalog of the Small Magellanic Cloud - SMC^2
4000770764760,MCPS J01.001048-72.51450,2002AJ....123..855Z,2002,The Magellanic Clouds Photomtric Survey: The Small Magellanic Cloud Stellar Catalog and Extinction Map
4000770764760,MCPS J01.001048-72.51450,2012SMC2..C2..0000S,2012,Spectrally-Merged Catalog of the Small Magellanic Cloud - SMC^2
4000770765172,MCPS J01.001482-72.51212,2002AJ....123..855Z,2002,The Magellanic Clouds Photomtric Survey: The Small Magellanic Cloud Stellar Catalog and Extinction Map
4000770765172,MCPS J01.001482-72.51212,2012SMC2..C2..0000S,2012,Spectrally-Merged Catalog of the Small Magellanic Cloud - SMC^2
4000770765237,MCPS J00.999778-72.49671,2002AJ....123..855Z,2002,The Magellanic Clouds Photomtric Survey: The Small Magellanic Cloud Stellar Catalog and Extinction Map
4000770765237,MCPS J00.999778-72.49671,2012SMC2..C2..0000S,2012,Spectrally-Merged Catalog of the Small Magellanic Cloud - SMC^2
4000770765363,MCPS J01.000550-72.50606,2002AJ....123..855Z,2002,The Magellanic Clouds Photomtric Survey: The Small Magellanic Cloud Stellar Catalog and Extinction Map
4000770765363,MCPS J01.000550-72.50606,2012SMC2..C2..0000S,2012,Spectrally-Merged Catalog of the Small Magellanic Cloud - SMC^2
4000770765519,MCPS J00.999053-72.51272,2002AJ....123..855Z,2002,The Magellanic Clouds Photomtric Survey: The Small Magellanic Cloud Stellar Catalog and Extinction Map
4000770765519,MCPS J00.999053-72.51272,2012SMC2..C2..0000S,2012,Spectrally-Merged Catalog of the Small Magellanic Cloud - SMC^2
4000770765940,MCPS J00.997344-72.51130,2002AJ....123..855Z,2002,The Magellanic Clouds Photomtric Survey: The Small Magellanic Cloud Stellar Catalog and Extinction Map
4000770765940,MCPS J00.997344-72.51130,2012SMC2..C2..0000S,2012,Spectrally-Merged Catalog of the Small Magellanic Cloud - SMC^2
4000770766004,MCPS J01.000272-72.50855,2002AJ....123..855Z,2002,The Magellanic Clouds Photomtric Survey: The Small Magellanic Cloud Stellar Catalog and Extinction Map
4000770766004,MCPS J01.000272-72.50855,2012SMC2..C2..0000S,2012,Spectrally-Merged Catalog of the Small Magellanic Cloud - SMC^2
4000770767020,MCPS J01.002126-72.51061,2002AJ....123..855Z,2002,The Magellanic Clouds Photomtric Survey: The Small Magellanic Cloud Stellar Catalog and Extinction Map
4000770767020,MCPS J01.002126-72.51061,2012SMC2..C2..0000S,2012,Spectrally-Merged Catalog of the Small Magellanic Cloud - SMC^2
4000770767367,MCPS J01.000676-72.49928,2002AJ....123..855Z,2002,The Magellanic Clouds Photomtric Survey: The Small Magellanic Cloud Stellar Catalog and Extinction Map
4000770767367,MCPS J01.000676-72.49928,2011AJ....142..102G,2011,"Surveying the Agents of Galaxy Evolution in the Tidally Stripped, Low Metallicity Small Magellanic Cloud (SAGE-SMC). I. Overview"
4000770767367,MCPS J01.000676-72.49928,2012SMC2..C2..0000S,2012,Spectrally-Merged Catalog of the Small Magellanic Cloud - SMC^2
4000770767388,MCPS J00.999888-72.50048,2002AJ....123..855Z,2002,The Magellanic Clouds Photomtric Survey: The Small Magellanic Cloud Stellar Catalog and Extinction Map
4000770767388,MCPS J00.999888-72.50048,2011AJ....142..102G,2011,"Surveying the Agents of Galaxy Evolution in the Tidally Stripped, Low Metallicity Small Magellanic Cloud (SAGE-SMC). I. Overview"
4000770767388,MCPS J00.999888-72.50048,2012SMC2..C2..0000S,2012,Spectrally-Merged Catalog of the Small Magellanic Cloud - SMC^2
4000770767566,MCPS J00.999190-72.50523,2002ApJS..141...81M,2002,A UBVR CCD Survey of the Magellanic Clouds
4000770767566,MCPS J00.999190-72.50523,2002AJ....123..855Z,2002,The Magellanic Clouds Photomtric Survey: The Small Magellanic Cloud Stellar Catalog and Extinction Map
4000770767566,MCPS J00.999190-72.50523,2011AJ....142..102G,2011,"Surveying the Agents of Galaxy Evolution in the Tidally Stripped, Low Metallicity Small Magellanic Cloud (SAGE-SMC). I. Overview"
4000770767566,MCPS J00.999190-72.50523,2012SMC2..C2..0000S,2012,Spectrally-Merged Catalog of the Small Magellanic Cloud - SMC^2
4000770787297,WISEA J014931.62+323606.3,2023ApJ...948...40O,2023,
4000770788534,[OMS2023] 4000770788649,2023ApJ...948...40O,2023,
4000770824856,MCPS J00.999144-72.50866,2002AJ....123..855Z,2002,The Magellanic Clouds Photomtric Survey: The Small Magellanic Cloud Stellar Catalog and Extinction Map
4000770824856,MCPS J00.999144-72.50866,2012SMC2..C2..0000S,2012,Spectrally-Merged Catalog of the Small Magellanic Cloud - SMC^2
4000770826731,MCPS J01.001125-72.50566,2002AJ....123..855Z,2002,The Magellanic Clouds Photomtric Survey: The Small Magellanic Cloud Stellar Catalog and Extinction Map
4000770826731,MCPS J01.001125-72.50566,2012SMC2..C2..0000S,2012,Spectrally-Merged Catalog of the Small Magellanic Cloud - SMC^2
4000770867608,COSMOS 2095918,2008PrivC.C.......C,2008,"COSMOS Data referenced in 2007ApJS..172...99C sent to NED by Peter Capak, 2008-0 3-20"
4000770867608,COSMOS 2095918,2009ApJ...701..787P,2009,The Evolution of Early- and Late-type Galaxies in the Cosmic Evolution Survey up to z ~ 1.2
4000770867608,COSMOS 2095918,2014PrivC.U..L....B,2014,Bulgeless Galaxies at Intermediate Redshifts. Downloaded on 12/5/2014 from http://caaul.oal.ul.pt/bulgeless/Catalogues.html   See 2014ApJ...782...22B
4000770867608,COSMOS 2095918,2014ApJ...782...22B,2014,"Bulgeless Galaxies at Intermediate Redshift: Sample Selection, Color Properties, and the Existence of Powerful Active Galactic Nuclei"
4000770867608,COSMOS 2095918,2015MNRAS.447.1014D,2015,Galaxy And Mass Assembly (GAMA): curation and reanalysis of 16.6k redshifts in the G10/COSMOS region
4000770867636,COSMOS 2097310,2008PrivC.C.......C,2008,"COSMOS Data referenced in 2007ApJS..172...99C sent to NED by Peter Capak, 2008-0 3-20"
4000770867636,COSMOS 2097310,2015MNRAS.447.1014D,2015,Galaxy And Mass Assembly (GAMA): curation and reanalysis of 16.6k redshifts in the G10/COSMOS region
4000770867661,COSMOS 2096510,2008PrivC.C.......C,2008,"COSMOS Data referenced in 2007ApJS..172...99C sent to NED by Peter Capak, 2008-0 3-20"
4000770867661,COSMOS 2096510,2015MNRAS.447.1014D,2015,Galaxy And Mass Assembly (GAMA): curation and reanalysis of 16.6k redshifts in the G10/COSMOS region
4000770867704,COSMOS 2098243,2008PrivC.C.......C,2008,"COSMOS Data referenced in 2007ApJS..172...99C sent to NED by Peter Capak, 2008-0 3-20"
4000770867704,COSMOS 2098243,2015MNRAS.447.1014D,2015,Galaxy And Mass Assembly (GAMA): curation and reanalysis of 16.6k redshifts in the G10/COSMOS region
4000770867758,COSMOS 2096508,2008PrivC.C.......C,2008,"COSMOS Data referenced in 2007ApJS..172...99C sent to NED by Peter Capak, 2008-0 3-20"
4000770867758,COSMOS 2096508,2015MNRAS.447.1014D,2015,Galaxy And Mass Assembly (GAMA): curation and reanalysis of 16.6k redshifts in the G10/COSMOS region
4000771256508,COSMOS 0692547,2008PrivC.C.......C,2008,"COSMOS Data referenced in 2007ApJS..172...99C sent to NED by Peter Capak, 2008-0 3-20"
4000771256508,COSMOS 0692547,2015MNRAS.447.1014D,2015,Galaxy And Mass Assembly (GAMA): curation and reanalysis of 16.6k redshifts in the G10/COSMOS region
4000771256621,COSMOS 0690777,2008PrivC.C.......C,2008,"COSMOS Data referenced in 2007ApJS..172...99C sent to NED by Peter Capak, 2008-0 3-20"
4000771256621,COSMOS 0690777,2014PrivC.U..L....B,2014,Bulgeless Galaxies at Intermediate Redshifts. Downloaded on 12/5/2014 from http://caaul.oal.ul.pt/bulgeless/Catalogues.html   See 2014ApJ...782...22B
4000771256621,COSMOS 0690777,2014ApJ...782...22B,2014,"Bulgeless Galaxies at Intermediate Redshift: Sample Selection, Color Properties, and the Existence of Powerful Active Galactic Nuclei"
4000771256621,COSMOS 0690777,2015MNRAS.447.1014D,2015,Galaxy And Mass Assembly (GAMA): curation and reanalysis of 16.6k redshifts in the G10/COSMOS region
4000771256621,COSMOS 0690777,2017ApJ...837...16D,2017,Cosmic Web of Galaxies in the COSMOS Field: Public Catalog and Different Quenching for Centrals and Satellites
4000771571184,[OMS2023] 0004599799790,2023ApJ...948...40O,2023,
4000771571354,[OMS2023] 4000771571431,2023ApJ...948...40O,2023,
4000771571473,WISEA J092108.93+452932.2,2023ApJ...948...40O,2023,
4000771571685,WISEA J092113.83+453056.5,2023ApJ...948...40O,2023,
4000772169705,WISEA J122549.06+181938.4,2023ApJ...948...40O,2023,
4000773767526,[OMS2023] 4000821930636,2023ApJ...948...40O,2023,
4000774294537,RCS 06020202345,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
4000774294537,RCS 06020202345,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
4000774294562,EGSIRAC J142045.38+531030.9,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
4000774294645,DEEP2 13049710,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
4000774294645,DEEP2 13049710,2012ApJ...760..131C,2012,The Dependence of Quenching upon the Inner Structure of Galaxies at 0.5&lt;z&lt; 0.8 in the DEEP2/AEGIS Survey
4000774294673,EGSIRAC J142101.42+531041.2,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
4000774294996,EGSIRAC J142049.47+531102.9,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
4000774295360,EGSIRAC J142053.39+530911.1,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
4000774295546,DEEP2 13050299,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
4000774295546,DEEP2 13050299,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
4000774295546,DEEP2 13050299,2012ApJ...760..131C,2012,The Dependence of Quenching upon the Inner Structure of Galaxies at 0.5&lt;z&lt; 0.8 in the DEEP2/AEGIS Survey
4000774295692,WISEA J142100.07+530948.8,2004ApJ...617..765C,2004,"Evolution and Color Dependence of the Galaxy Angular Correlation Function: 350,000 Galaxies in 5 Square Degrees"
4000774295692,WISEA J142100.07+530948.8,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
4000774295692,WISEA J142100.07+530948.8,2007DEEP2.3...0000:,2007,The DEEP2 Redshift Survey Data Release 3 as obtained from http://deep.berkeley.edu/DR3/ on 2009.07.20
4000774295692,WISEA J142100.07+530948.8,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
4000774295692,WISEA J142100.07+530948.8,2012DEEP2.4...0000:,2012,The DEEP2 Redshift Survey Data Release 2 as obtained from http://deep.berkeley.edu/DR4/ on 2013.03.27
4000774295692,WISEA J142100.07+530948.8,2012ApJ...760..131C,2012,The Dependence of Quenching upon the Inner Structure of Galaxies at 0.5&lt;z&lt; 0.8 in the DEEP2/AEGIS Survey
4000774295692,WISEA J142100.07+530948.8,2013ApJS..204...21M,2013,Extended Photometry for the DEEP2 Galaxy Redshift Survey: A Testbed for Photometric Redshift Experiments
4000774295692,WISEA J142100.07+530948.8,2014PrivC.U..L....B,2014,Bulgeless Galaxies at Intermediate Redshifts. Downloaded on 12/5/2014 from http://caaul.oal.ul.pt/bulgeless/Catalogues.html   See 2014ApJ...782...22B
4000774295692,WISEA J142100.07+530948.8,2014ApJ...782...22B,2014,"Bulgeless Galaxies at Intermediate Redshift: Sample Selection, Color Properties, and the Existence of Powerful Active Galactic Nuclei"
4000774295692,WISEA J142100.07+530948.8,2024A&A...685A..98D,2024,
4000774295804,DEEP2 13049726,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
4000774295804,DEEP2 13049726,2012ApJ...760..131C,2012,The Dependence of Quenching upon the Inner Structure of Galaxies at 0.5&lt;z&lt; 0.8 in the DEEP2/AEGIS Survey
4000774295815,EGSIRAC J142100.83+530958.2,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
4000774295856,RCS 06020202566,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
4000774295856,RCS 06020202566,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
4000774295895,SDSS J142044.04+531114.5,2022ApJS..261...12P,2022,
4000774295917,EGSIRAC J142058.24+531112.9,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
4000774296062,DEEP2 13050430,2004ApJ...617..765C,2004,"Evolution and Color Dependence of the Galaxy Angular Correlation Function: 350,000 Galaxies in 5 Square Degrees"
4000774296062,DEEP2 13050430,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
4000774296062,DEEP2 13050430,2007DEEP2.3...0000:,2007,The DEEP2 Redshift Survey Data Release 3 as obtained from http://deep.berkeley.edu/DR3/ on 2009.07.20
4000774296062,DEEP2 13050430,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
4000774296062,DEEP2 13050430,2012DEEP2.4...0000:,2012,The DEEP2 Redshift Survey Data Release 2 as obtained from http://deep.berkeley.edu/DR4/ on 2013.03.27
4000774296062,DEEP2 13050430,2013ApJS..204...21M,2013,Extended Photometry for the DEEP2 Galaxy Redshift Survey: A Testbed for Photometric Redshift Experiments
4000774296069,EGSIRAC J142046.99+531013.4,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
4000774296158,DEEP2 13050089,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
4000774296158,DEEP2 13050089,2012ApJ...760..131C,2012,The Dependence of Quenching upon the Inner Structure of Galaxies at 0.5&lt;z&lt; 0.8 in the DEEP2/AEGIS Survey
4000774296176,EGSIRAC J142103.09+531023.8,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
4000774296288,EGSIRAC J142048.50+531119.5,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
4000774296340,DEEP2 13058831,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
4000774296340,DEEP2 13058831,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
4000774296340,DEEP2 13058831,2012ApJ...760..131C,2012,The Dependence of Quenching upon the Inner Structure of Galaxies at 0.5&lt;z&lt; 0.8 in the DEEP2/AEGIS Survey
4000774296341,EGSIRAC J142047.03+531126.2,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
4000774296364,DEEP2 13058114,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
4000774296364,DEEP2 13058114,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
4000774296364,DEEP2 13058114,2012ApJ...760..131C,2012,The Dependence of Quenching upon the Inner Structure of Galaxies at 0.5&lt;z&lt; 0.8 in the DEEP2/AEGIS Survey
4000774296437,EGSIRAC J142044.74+531136.7,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
4000774296459,EGSIRAC J142049.04+531138.6,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
4000774296535,DEEP2 13057992,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
4000774296535,DEEP2 13057992,2012ApJ...760..131C,2012,The Dependence of Quenching upon the Inner Structure of Galaxies at 0.5&lt;z&lt; 0.8 in the DEEP2/AEGIS Survey
4000774296581,EGSIRAC J142050.07+531155.7,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
4000774786251,SUMSS J212227-614606,2003MNRAS.342.1117M,2003,SUMSS: a wide-field radio imaging survey of the southern sky - II. The source catalogue
4000775195934,COSMOS 2978401,2008PrivC.C.......C,2008,"COSMOS Data referenced in 2007ApJS..172...99C sent to NED by Peter Capak, 2008-0 3-20"
4000775195934,COSMOS 2978401,2015MNRAS.447.1014D,2015,Galaxy And Mass Assembly (GAMA): curation and reanalysis of 16.6k redshifts in the G10/COSMOS region
4000775572930,WISEA J105633.04-034606.3,2023ApJ...948...40O,2023,
4000776215992,[OMS2023] 4000776216035,2023ApJ...948...40O,2023,
4000776216033,WISEA J002937.91+411242.8,2023ApJ...948...40O,2023,
4000776593679,COSMOS 2110506,2008PrivC.C.......C,2008,"COSMOS Data referenced in 2007ApJS..172...99C sent to NED by Peter Capak, 2008-0 3-20"
4000776593679,COSMOS 2110506,2015MNRAS.447.1014D,2015,Galaxy And Mass Assembly (GAMA): curation and reanalysis of 16.6k redshifts in the G10/COSMOS region
4000778703249,EGSIRAC J142115.82+530246.3,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
4000778703828,DEEP2 13041425,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
4000778703828,DEEP2 13041425,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
4000778703828,DEEP2 13041425,2012ApJ...760..131C,2012,The Dependence of Quenching upon the Inner Structure of Galaxies at 0.5&lt;z&lt; 0.8 in the DEEP2/AEGIS Survey
4000778703828,DEEP2 13041425,2015ApJS..218...33A,2015,"S-CANDELS: The Spitzer-Cosmic Assembly Near-Infrared Deep Extragalactic Survey. Survey Design, Photometry, and Deep IRAC Source Counts"
4000778703867,S-CANDELS J142112.76+530356.3,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
4000778703867,S-CANDELS J142112.76+530356.3,2015ApJS..218...33A,2015,"S-CANDELS: The Spitzer-Cosmic Assembly Near-Infrared Deep Extragalactic Survey. Survey Design, Photometry, and Deep IRAC Source Counts"
4000778704033,S-CANDELS J142117.58+530412.1,2015ApJS..218...33A,2015,"S-CANDELS: The Spitzer-Cosmic Assembly Near-Infrared Deep Extragalactic Survey. Survey Design, Photometry, and Deep IRAC Source Counts"
4000778704060,DEEP2 13041225,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
4000778704060,DEEP2 13041225,2012ApJ...760..131C,2012,The Dependence of Quenching upon the Inner Structure of Galaxies at 0.5&lt;z&lt; 0.8 in the DEEP2/AEGIS Survey
4000778704060,DEEP2 13041225,2015ApJS..218...33A,2015,"S-CANDELS: The Spitzer-Cosmic Assembly Near-Infrared Deep Extragalactic Survey. Survey Design, Photometry, and Deep IRAC Source Counts"
4000778704259,EGSIRAC J142122.11+530431.5,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
4000778704345,S-CANDELS J142114.17+530438.1,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
4000778704345,S-CANDELS J142114.17+530438.1,2015ApJS..218...33A,2015,"S-CANDELS: The Spitzer-Cosmic Assembly Near-Infrared Deep Extragalactic Survey. Survey Design, Photometry, and Deep IRAC Source Counts"
4000778704380,S-CANDELS J142115.43+530440.1,2015ApJS..218...33A,2015,"S-CANDELS: The Spitzer-Cosmic Assembly Near-Infrared Deep Extragalactic Survey. Survey Design, Photometry, and Deep IRAC Source Counts"
4000778704648,S-CANDELS J142110.07+530500.3,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
